user_id,ux_score,ue_score,satisfaction_score
33626310738.0,0.5555,0.1091,0.3323
33626310944.0,-0.1241,0.08,-0.0221
33626311037.0,-0.1778,0.6745,0.2484
33626312366.0,-0.0554,0.1409,0.0428
33626313009.0,-0.3485,0.1025,-0.123
33626313927.0,-0.3349,-0.0645,-0.1997
33626314762.0,-0.0566,0.0801,0.0118
33626315408.0,0.2091,-0.1319,0.0386
33626315897.0,-0.299,-0.0055,-0.1522
33626317449.0,0.1157,0.0044,0.06
33626318572.0,0.1223,0.0008,0.0615
33626325399.0,-0.3571,-0.0403,-0.1987
33626326555.0,-0.1379,-0.0796,-0.1087
33626328983.0,-0.0557,0.1548,0.0496
33626331847.0,-0.1235,0.0633,-0.0301
33626332781.0,-0.0564,-0.0003,-0.0283
33626333429.0,-0.0061,1.2777,0.6358
33626333603.0,0.0413,-0.0669,-0.0128
33626334126.0,-0.0561,0.0542,-0.0009
33626334564.0,-0.2519,0.0994,-0.0762
33626338133.0,-0.3436,-0.0732,-0.2084
33626339531.0,0.023,0.5044,0.2637
33626342172.0,-0.1592,0.132,-0.0136
33626349101.0,-0.3122,0.1338,-0.0892
33626349766.0,0.2485,1.1393,0.6939
33626350980.0,-0.0522,0.6743,0.311
33626352036.0,-0.0517,0.3268,0.1376
33626353776.0,-0.2398,0.047,-0.0964
33626356101.0,-0.1008,0.14,0.0196
33626356432.0,-0.0554,-0.0573,-0.0563
33626357513.0,-0.1861,0.0398,-0.0732
33626359230.0,-0.106,1.3968,0.6454
33626361044.0,0.7021,0.1812,0.4416
33626361679.0,-0.0555,0.7752,0.3598
33626362901.0,-0.3572,0.1537,-0.1017
33626363390.0,-0.2538,0.0957,-0.079
33626364320.0,-0.0558,-0.0246,-0.0402
33626364854.0,-0.2451,0.0109,-0.1171
33626366122.0,-0.2927,0.4221,0.0647
33626367972.0,-0.3483,0.1378,-0.1053
33626368293.0,-0.3033,0.0311,-0.1361
33626370116.0,-0.2211,1.117,0.448
33626372473.0,0.6897,-0.0741,0.3078
33626373093.0,0.0199,0.3808,0.2003
33626376683.0,-0.3221,0.029,-0.1465
33626380303.0,0.2451,0.079,0.162
33626381413.0,0.194,0.0878,0.1409
33626385770.0,0.6085,-0.0,0.3042
33626386682.0,-0.2851,0.922,0.3184
33626389348.0,-0.1718,-0.0232,-0.0975
33626390373.0,-0.246,0.0774,-0.0843
33626392505.0,-0.3076,0.0413,-0.1332
33626392955.0,-0.0559,0.0677,0.0059
33626394361.0,-0.2092,-0.0481,-0.1287
33626396246.0,-0.3617,0.0416,-0.1601
33626397335.0,0.0236,0.6682,0.3459
33626397860.0,-0.3801,-0.0395,-0.2098
33626398415.0,-0.0136,0.0484,0.0174
33626399011.0,0.2925,-0.0048,0.1439
33626401810.0,-0.3348,0.1187,-0.1081
33626402337.0,-0.2945,0.5276,0.1165
33626403001.0,-0.318,0.0724,-0.1228
33626403933.0,-0.3437,0.1953,-0.0742
33626407801.0,-0.3257,0.0965,-0.1146
33626411485.0,-0.2459,0.0636,-0.0911
33626411981.0,0.4708,-0.0314,0.2197
33626412150.0,-0.0556,0.0745,0.0094
33626413139.0,0.0544,0.1764,0.1154
33626413559.0,-0.1225,1.5465,0.712
33626414196.0,0.1391,-0.0353,0.0519
33626415141.0,-0.1828,0.0245,-0.0791
33626416195.0,0.3594,-0.0624,0.1485
33626419117.0,-0.3847,0.1383,-0.1232
33626419514.0,-0.2896,0.5918,0.1511
33626420389.0,-0.3979,0.0556,-0.1711
33626423478.0,-0.3572,0.006,-0.1756
33626423775.0,-0.2743,0.3283,0.027
33626424131.0,-0.0557,-0.0654,-0.0605
33626425341.0,-0.0559,0.0426,-0.0066
33626428037.0,-0.3575,1.2543,0.4484
33626429241.0,0.3939,0.0843,0.2391
33626430973.0,-0.3485,0.1473,-0.1006
33626431780.0,-0.1277,0.0796,-0.0241
33626431907.0,-0.3304,0.0902,-0.1201
33626432180.0,-0.1531,0.9762,0.4116
33626435185.0,0.2159,0.6237,0.4198
33626436645.0,-0.1576,1.3217,0.582
33626437271.0,0.5088,-0.0327,0.238
33626440003.0,0.0548,0.1018,0.0783
33626440459.0,-0.3122,0.1368,-0.0877
33626442656.0,-0.0559,0.0664,0.0053
33626443780.0,-0.1728,0.0122,-0.0803
33626444658.0,-0.1727,-0.0232,-0.0979
33626445736.0,-0.3527,0.1926,-0.08
33626448279.0,-0.0553,0.0503,-0.0025
33626450685.0,0.0755,0.6404,0.358
33626451429.0,0.9458,0.1651,0.5555
33626451927.0,0.4659,-0.0709,0.1975
33626452733.0,-0.2177,0.0749,-0.0714
33626453116.0,-0.3445,-0.0461,-0.1953
33626453119.0,-0.3485,0.2129,-0.0678
33626454168.0,0.145,0.0945,0.1198
33626454837.0,-0.3105,0.6377,0.1636
33626456379.0,-0.2763,-0.0268,-0.1515
33626457399.0,0.5674,0.4936,0.5305
33626457662.0,-0.1713,0.0722,-0.0495
33626459409.0,-0.0566,0.1417,0.0426
33626460113.0,-0.293,1.6858,0.6964
33626461389.0,0.3204,0.1476,0.234
33626462272.0,-0.2843,0.1021,-0.0911
33626463612.0,-0.1919,0.1266,-0.0326
33626465766.0,-0.0125,-0.2255,-0.119
33626467134.0,0.2103,0.0537,0.132
33626467427.0,-0.168,-0.0463,-0.1072
33626471166.0,-0.0558,0.1045,0.0244
33626472044.0,-0.2989,0.0957,-0.1016
33626472432.0,-0.317,0.4768,0.0799
33626472854.0,-0.3526,0.0878,-0.1324
33626473872.0,-0.0781,0.2104,0.0662
33626473901.0,-0.2806,-0.0054,-0.143
33626474372.0,-0.3642,0.5451,0.0905
33626475941.0,-0.0566,0.1801,0.0618
33626476366.0,0.6342,0.0923,0.3633
33626478112.0,-0.1501,0.0268,-0.0616
33626479429.0,-0.0559,0.586,0.265
33626480273.0,-0.1366,0.1237,-0.0064
33626480425.0,-0.2155,0.0101,-0.1027
33626480562.0,-0.0376,0.1572,0.0598
33626480801.0,0.1637,0.051,0.1074
33626480891.0,0.0849,0.4954,0.2901
33626481258.0,-0.2028,0.363,0.0801
33626481967.0,-0.2719,0.14,-0.066
33626483678.0,-0.3422,0.3676,0.0127
33626484553.0,-0.1278,0.02,-0.0539
33626484638.0,-0.0555,0.0386,-0.0084
33626487211.0,-0.0921,0.1708,0.0394
33626488284.0,-0.389,0.0417,-0.1736
33626489584.0,0.2757,0.0885,0.1821
33626491666.0,-0.3079,0.126,-0.0909
33626493944.0,-0.2562,0.7431,0.2434
33626494346.0,1.4788,0.183,0.8309
33626494737.0,-0.078,0.1412,0.0316
33626496743.0,-0.1452,-0.0587,-0.102
33626499826.0,-0.0566,0.1504,0.0469
33626501959.0,-0.0418,0.6567,0.3075
33626503587.0,-0.2947,0.1203,-0.0872
33626504108.0,0.0543,0.6593,0.3568
33626504350.0,-0.2783,0.5972,0.1595
33626506375.0,-0.0668,0.408,0.1706
33626507745.0,-0.0554,0.206,0.0753
33626508158.0,-0.165,1.1594,0.4972
33626508250.0,0.1563,0.0461,0.1012
33626509571.0,-0.2537,-0.0678,-0.1608
33626510764.0,0.1111,1.1721,0.6416
33626516915.0,-0.2136,0.0027,-0.1054
33626520394.0,0.0297,0.4993,0.2645
33626523134.0,-0.2313,0.1427,-0.0443
33626523301.0,-0.0558,0.574,0.2591
33626525001.0,-0.0566,0.2292,0.0863
33626525068.0,-0.0557,-0.0941,-0.0749
33626525765.0,0.4927,0.0144,0.2535
33626528966.0,-0.1665,-0.0874,-0.1269
33626530178.0,-0.1716,0.1379,-0.0168
33626531527.0,-0.3034,0.1068,-0.0983
33626535759.0,-0.0558,0.2067,0.0755
33626537801.0,-0.1724,0.4266,0.1271
33626538748.0,-0.3482,0.0528,-0.1477
33626543544.0,-0.168,0.1865,0.0092
33626545133.0,-0.2688,0.6397,0.1855
33626550414.0,-0.3034,0.0756,-0.1139
33626550622.0,-0.3709,-0.0436,-0.2073
33626552131.0,-0.2607,-0.0673,-0.164
33626552257.0,-0.2854,0.0429,-0.1212
33626552926.0,0.2337,0.0117,0.1227
33626554377.0,-0.0558,0.8028,0.3735
33626556596.0,-0.2811,-0.0384,-0.1598
33626557743.0,-0.0694,0.0275,-0.0209
33626558001.0,-0.3261,0.2592,-0.0335
33626559892.0,0.1119,0.0071,0.0595
33626563954.0,-0.2439,1.3771,0.5666
33626565024.0,-0.3461,0.4413,0.0476
33626566703.0,0.0454,-0.0826,-0.0186
33626567147.0,-0.4071,0.0786,-0.1643
33626570543.0,-0.1447,-0.1058,-0.1253
33626570900.0,0.1015,-0.0051,0.0482
33626571900.0,0.0351,-0.1486,-0.0568
33626572605.0,-0.0549,0.1246,0.0348
33626573078.0,-0.2988,0.1675,-0.0656
33626573289.0,0.0284,0.0067,0.0176
33626574832.0,0.3962,0.1117,0.254
33626576346.0,-0.0556,-0.0581,-0.0568
33626579371.0,-0.2231,0.063,-0.0801
33626581653.0,-0.056,0.0231,-0.0165
33626582013.0,-0.1697,0.5299,0.1801
33626582945.0,0.189,0.0918,0.1404
33626586713.0,-0.193,-0.0098,-0.1014
33626587295.0,1.1586,-0.0945,0.5321
33626590351.0,-0.2185,-0.0984,-0.1584
33626590544.0,-0.3078,0.0643,-0.1218
33626593391.0,0.0637,0.3291,0.1964
33626595511.0,0.1349,1.3023,0.7186
33626596618.0,-0.3507,0.6943,0.1718
33626596760.0,-0.0261,0.589,0.2814
33626600239.0,-0.0558,0.0123,-0.0217
33626605799.0,-0.3374,0.6137,0.1382
33626606426.0,0.0449,0.3529,0.1989
33626607619.0,-0.303,0.0735,-0.1148
33626608945.0,-0.29,0.1032,-0.0934
33626611305.0,-0.1678,0.3732,0.1027
33626612033.0,-0.3439,0.1005,-0.1217
33626612164.0,-0.0566,0.1286,0.036
33626613886.0,-0.2945,0.047,-0.1238
33626613985.0,0.7929,-0.0456,0.3737
33626614383.0,-0.2132,-0.0713,-0.1423
33626616425.0,-0.389,0.0495,-0.1697
33626621507.0,-0.0556,0.0301,-0.0128
33626621666.0,-0.3574,0.0454,-0.156
33626622556.0,-0.4024,0.2914,-0.0555
33626627118.0,-0.3349,0.2068,-0.0641
33626627860.0,-0.0556,0.0617,0.003
33626628293.0,-0.313,0.0902,-0.1114
33626630279.0,-0.0555,0.0637,0.0041
33626631969.0,-0.1548,0.0272,-0.0638
33626633022.0,-0.2101,0.0823,-0.0639
33626635105.0,-0.0567,0.2035,0.0734
33626635690.0,0.3545,-0.0927,0.1309
33626637166.0,-0.0556,0.0979,0.0211
33626643174.0,0.1366,0.7854,0.461
33626643252.0,-0.0557,0.0511,-0.0023
33626644803.0,0.3326,0.0122,0.1724
33626645964.0,-0.0564,1.3775,0.6606
33626646795.0,-0.1391,-0.1328,-0.136
33626648193.0,-0.3125,0.1805,-0.066
33626651648.0,-0.2943,0.5282,0.1169
33626651680.0,-0.2307,-0.0091,-0.1199
33626651991.0,-0.2204,-0.0065,-0.1134
33626652424.0,-0.0557,0.0892,0.0167
33626652888.0,-0.02,0.0687,0.0243
33626657714.0,-0.3349,-0.0084,-0.1717
33626658052.0,-0.3843,0.087,-0.1487
33626658067.0,-0.3711,0.0852,-0.1429
33626658456.0,-0.0556,-0.0599,-0.0578
33626661472.0,-0.1997,0.0591,-0.0703
33626662023.0,-0.2089,0.0146,-0.0972
33626662122.0,-0.2046,0.2036,-0.0005
33626662784.0,-0.2986,0.0919,-0.1034
33626664513.0,-0.3485,0.1936,-0.0774
33626665531.0,-0.205,0.6252,0.2101
33626667902.0,-0.0558,-0.0301,-0.0429
33626669149.0,0.008,0.7757,0.3918
33626669716.0,-0.3081,0.165,-0.0715
33626670674.0,0.2091,0.347,0.278
33626673030.0,-0.0566,0.1152,0.0293
33626674262.0,-0.0557,0.1385,0.0414
33626674921.0,-0.1584,0.5839,0.2127
33626675728.0,0.6333,0.0158,0.3246
33626676720.0,-0.353,0.117,-0.118
33626682846.0,-0.0468,0.1188,0.036
33626683032.0,-0.2628,0.093,-0.0849
33626684379.0,-0.0567,0.0121,-0.0223
33626686503.0,-0.0566,0.2589,0.1012
33626686696.0,-0.2762,0.0955,-0.0903
33626686886.0,0.4662,0.1094,0.2878
33626688605.0,-0.0343,-0.1003,-0.0673
33626690401.0,-0.1264,0.6943,0.2839
33626690563.0,-0.0356,0.0103,-0.0126
33626691377.0,0.0507,0.7588,0.4047
33626691397.0,0.2664,0.6647,0.4656
33626694663.0,-0.3075,-0.0085,-0.158
33626695691.0,-0.1394,0.663,0.2618
33626696673.0,-0.0668,0.1582,0.0457
33626696749.0,-0.0557,0.2329,0.0886
33626699637.0,-0.1911,0.0667,-0.0622
33626700284.0,-0.0557,0.0326,-0.0115
33626700465.0,0.4354,0.0078,0.2216
33626701829.0,-0.3801,0.0895,-0.1453
33626701969.0,-0.1739,0.7261,0.2761
33626703059.0,-0.155,0.154,-0.0005
33626703511.0,0.0792,-0.1299,-0.0253
33626703643.0,0.0238,0.3864,0.2051
33626709516.0,-0.0555,0.0981,0.0213
33626711610.0,-0.3369,0.013,-0.162
33626712507.0,-0.2897,1.4624,0.5863
33626712761.0,-0.3028,0.0056,-0.1486
33626714407.0,-0.4112,0.0847,-0.1633
33626720004.0,-0.3487,0.0089,-0.1699
33626720836.0,0.64,0.137,0.3885
33626721408.0,-0.353,0.2058,-0.0736
33626726224.0,-0.3487,-0.0005,-0.1746
33626729518.0,0.0888,0.0002,0.0445
33626732072.0,0.3137,0.0284,0.1711
33626733790.0,-0.3484,0.1519,-0.0982
33626736974.0,-0.3484,0.0234,-0.1625
33626742668.0,-0.1159,0.0494,-0.0333
33626743791.0,-0.0561,0.0893,0.0166
33626747067.0,-0.1026,-0.0468,-0.0747
33626750045.0,-0.1587,0.5077,0.1745
33626750129.0,-0.0562,0.0594,0.0016
33626750626.0,0.1112,0.0981,0.1046
33626750888.0,-0.0542,0.0859,0.0158
33626751966.0,-0.0556,0.0673,0.0059
33626752576.0,-0.3441,-0.0411,-0.1926
33626753082.0,-0.2948,0.0482,-0.1233
33626754709.0,-0.3035,0.0599,-0.1218
33626755476.0,-0.2719,0.0661,-0.1029
33626755571.0,-0.342,-0.0525,-0.1972
33626757455.0,-0.2283,0.4208,0.0963
33626762249.0,-0.107,0.2752,0.0841
33626764394.0,-0.2584,-0.0029,-0.1306
33626765158.0,-0.0566,0.0734,0.0084
33626766265.0,-0.2138,-0.0188,-0.1163
33626769002.0,0.0858,0.5307,0.3083
33626770122.0,-0.3484,0.1771,-0.0857
33626771900.0,-0.2629,0.0531,-0.1049
33626772978.0,-0.0558,0.11,0.0271
33626773752.0,-0.0367,0.7097,0.3365
33626774083.0,-0.1616,0.5903,0.2143
33626775441.0,-0.3483,0.0832,-0.1326
33626775647.0,0.1196,0.0245,0.072
33626782472.0,0.0107,-0.0277,-0.0085
33626783445.0,-0.0538,0.1116,0.0289
33626784313.0,0.1222,-0.0321,0.0451
33626784594.0,-0.091,1.1682,0.5386
33626786735.0,0.5591,0.5283,0.5437
33626789617.0,0.1921,1.1681,0.6801
33626790344.0,-0.0555,0.0931,0.0188
33626791860.0,-0.0981,1.212,0.557
33626791937.0,-0.0559,0.0402,-0.0078
33626791952.0,-0.3545,0.1468,-0.1039
33626793217.0,-0.3124,0.1153,-0.0986
33626798460.0,-0.0556,0.2251,0.0847
33626799426.0,-0.0554,0.0638,0.0042
33626801599.0,-0.2013,0.4343,0.1165
33626803567.0,-0.3483,0.054,-0.1472
33626803794.0,-0.3487,0.0328,-0.1579
33626806992.0,-0.1262,0.5728,0.2233
33626807068.0,-0.2583,0.1147,-0.0718
33626807352.0,-0.3391,0.075,-0.1321
33626807783.0,-0.0557,0.2194,0.0818
33626811858.0,-0.1346,0.0266,-0.054
33626812245.0,-0.0462,1.4442,0.699
33626813677.0,1.1636,0.1512,0.6574
33626814110.0,-0.3304,1.3497,0.5096
33626817253.0,-0.2225,1.1123,0.4449
33626817321.0,-0.2223,0.0126,-0.1048
33626818237.0,-0.1549,-0.0308,-0.0928
33626818563.0,-0.0554,0.1114,0.028
33626819029.0,-0.0561,0.1951,0.0695
33626819504.0,-0.0557,0.084,0.0141
33626822191.0,-0.3481,0.0242,-0.1619
33626824691.0,-0.176,0.0146,-0.0807
33626824907.0,-0.2761,0.6606,0.1923
33626828504.0,0.1123,-0.0972,0.0076
33626830608.0,-0.0558,1.2349,0.5895
33626830680.0,-0.353,0.2011,-0.0759
33626833015.0,-0.2009,0.5411,0.1701
33626834259.0,-0.3484,0.0123,-0.1681
33626837050.0,-0.299,0.0463,-0.1264
33626839279.0,-0.122,0.0554,-0.0333
33626839547.0,0.3233,0.1664,0.2448
33626839605.0,-0.0233,0.0498,0.0133
33626840650.0,-0.1974,0.1074,-0.045
33626841989.0,-0.3578,0.0678,-0.145
33626842304.0,-0.2056,-0.0598,-0.1327
33626842559.0,-0.0556,0.1317,0.0381
33626843187.0,-0.3487,-0.064,-0.2064
33626850365.0,-0.15,0.1679,0.009
33626850909.0,0.1678,0.5502,0.359
33626851869.0,-0.3124,-0.0716,-0.192
33626851913.0,-0.348,-0.0351,-0.1915
33626852154.0,-0.2696,0.999,0.3647
33626852717.0,-0.0555,0.221,0.0828
33626856745.0,-0.3034,0.1292,-0.0871
33626864021.0,-0.2231,0.0114,-0.1059
33626864277.0,-0.0557,0.1868,0.0655
33626869175.0,-0.2946,0.1104,-0.0921
33626874177.0,-0.2394,-0.0828,-0.1611
33626874605.0,-0.3394,0.1681,-0.0857
33626875081.0,1.5269,0.0177,0.7723
33626877000.0,0.1637,1.3218,0.7427
33626880341.0,-0.2539,0.1109,-0.0715
33626881699.0,-0.3034,0.0194,-0.142
33626881815.0,-0.0556,0.0609,0.0027
33626881922.0,0.2999,0.4985,0.3992
33626883758.0,-0.2493,0.574,0.1624
33626885002.0,0.0689,0.1524,0.1107
33626887650.0,-0.1682,-0.0582,-0.1132
33626890143.0,-0.3665,0.1462,-0.1101
33626891662.0,0.1229,0.0521,0.0875
33626893034.0,-0.4249,-0.0541,-0.2395
33626893597.0,-0.3394,0.0872,-0.1261
33626893975.0,-0.0728,-0.0129,-0.0429
33626894116.0,-0.278,1.3016,0.5118
33626894500.0,-0.0557,0.2045,0.0744
33626895951.0,-0.0557,0.2307,0.0875
33626900222.0,-0.0557,0.1076,0.026
33626901156.0,-0.1184,0.623,0.2523
33626903369.0,0.7747,0.3492,0.562
33626905682.0,-0.3917,-0.0415,-0.2166
33626913932.0,1.0034,0.082,0.5427
33626914585.0,-0.0561,0.1263,0.0351
33626918781.0,0.151,0.0804,0.1157
33626919014.0,0.0559,0.4713,0.2636
33626919742.0,0.4144,-0.0491,0.1826
33626921025.0,-0.2418,0.0303,-0.1058
33626922143.0,-0.3032,-0.0716,-0.1874
33626923366.0,-0.056,0.5355,0.2397
33626923827.0,-0.1818,0.0821,-0.0499
33626926494.0,-0.1933,0.3867,0.0967
33626929497.0,-0.2947,0.1035,-0.0956
33626930453.0,1.3793,0.2518,0.8156
33626931342.0,-0.4116,0.0986,-0.1565
33626932040.0,-0.1189,-0.0608,-0.0899
33626934918.0,-0.0566,0.012,-0.0223
33626937321.0,-0.0039,0.6697,0.3329
33626941905.0,0.0249,1.097,0.561
33626943135.0,0.0281,0.0701,0.0491
33626943694.0,-0.0566,0.0318,-0.0124
33626945325.0,-0.3079,0.636,0.1641
33626948049.0,0.2266,1.0999,0.6633
33626952823.0,-0.1319,0.0846,-0.0237
33626952874.0,0.1241,0.1215,0.1228
33626956952.0,-0.0555,0.0167,-0.0194
33626958238.0,-0.0945,1.7479,0.8267
33626958823.0,-0.0293,0.6695,0.3201
33626960481.0,-0.2621,-0.0669,-0.1645
33626963241.0,-0.0094,1.1385,0.5646
33626965701.0,0.1369,-0.0861,0.0254
33626966994.0,-0.3033,0.1179,-0.0927
33626967154.0,-0.2683,0.5389,0.1353
33626968959.0,-0.3511,1.1809,0.4149
33626973779.0,-0.0512,0.1659,0.0574
33626973849.0,-0.1916,-0.0689,-0.1302
33626975311.0,-0.3484,0.0238,-0.1623
33626975831.0,0.1377,0.5287,0.3332
33626977223.0,-0.3484,0.3224,-0.013
33626977359.0,-0.0557,0.3402,0.1423
33626980506.0,-0.299,0.1107,-0.0942
33626984400.0,-0.2988,0.0711,-0.1139
33626985393.0,-0.0557,0.8066,0.3755
33626990869.0,0.0421,0.0546,0.0483
33626992808.0,-0.1275,0.1394,0.006
33626995091.0,-0.0557,0.1779,0.0611
33626997539.0,-0.0604,1.6332,0.7864
33626999384.0,0.4637,-0.0353,0.2142
33627002367.0,-0.3231,0.5516,0.1142
33627010109.0,-0.382,0.5027,0.0603
33627013055.0,-0.326,0.1046,-0.1107
33627016452.0,-0.212,0.1401,-0.0359
33627023445.0,0.1788,0.0011,0.0899
33627023507.0,-0.2412,0.1785,-0.0314
33627024815.0,-0.0193,0.4415,0.2111
33627028243.0,-0.0553,0.1399,0.0423
33627030927.0,0.0423,0.5083,0.2753
33627031363.0,0.1642,0.0694,0.1168
33627032008.0,-0.0554,0.0973,0.021
33627035243.0,-0.0557,0.1172,0.0308
33627035418.0,-0.2132,0.0449,-0.0842
33627035536.0,-0.1535,-0.0716,-0.1126
33627036805.0,-0.2425,0.1322,-0.0551
33627041777.0,-0.3483,0.0414,-0.1535
33627042431.0,1.2437,0.0082,0.6259
33627050487.0,-0.3464,0.4956,0.0746
33627050495.0,0.1149,0.5296,0.3223
33627050507.0,0.0189,-0.0286,-0.0049
33627060703.0,0.4838,-0.0497,0.2171
33627060926.0,-0.0372,0.6905,0.3266
33627063861.0,-0.0557,0.1348,0.0396
33627065316.0,-0.1389,0.1192,-0.0098
33627065482.0,-0.3842,0.0289,-0.1776
33627070080.0,-0.3034,-0.0297,-0.1666
33627071635.0,-0.2831,0.6926,0.2048
33627072065.0,-0.0503,0.571,0.2604
33627072223.0,0.1168,0.0685,0.0927
33627073191.0,-0.0988,0.0246,-0.0371
33627075029.0,0.3163,-0.0213,0.1475
33627078971.0,0.1484,1.0362,0.5923
33627080975.0,0.5187,0.0184,0.2685
33627083136.0,-0.0566,0.1108,0.0271
33627083461.0,-0.1933,0.4712,0.1389
33627084025.0,-0.1982,0.5458,0.1738
33627084803.0,0.1619,3.171,1.6665
33627084907.0,0.0679,2.1454,1.1066
33627085967.0,-0.1873,-0.0939,-0.1406
33627087309.0,-0.3037,0.0375,-0.1331
33627087732.0,0.1112,2.5901,1.3507
33627087891.0,1.5252,0.0138,0.7695
33627087909.0,-0.3485,0.0674,-0.1405
33627088840.0,-0.3036,-0.0612,-0.1824
33627093046.0,-0.3937,-0.0217,-0.2077
33627093541.0,-0.0553,0.0656,0.0051
33627093742.0,-0.2739,0.5185,0.1223
33627095416.0,-0.1537,0.1122,-0.0207
33627101332.0,-0.3608,0.0899,-0.1355
33627102361.0,-0.1837,1.2256,0.5209
33627107308.0,1.6597,0.1968,0.9283
33627109694.0,-0.1873,0.0143,-0.0865
33627111637.0,-0.3124,0.1101,-0.1012
33627111800.0,0.1786,-0.1145,0.032
33627112975.0,-0.1953,0.1299,-0.0327
33627116177.0,-0.2538,0.0895,-0.0821
33627117323.0,0.6478,-0.0973,0.2753
33627118562.0,-0.3889,0.0702,-0.1594
33627124780.0,-0.0558,0.0858,0.015
33627125373.0,0.4724,1.3292,0.9008
33627125550.0,-0.0562,-0.0151,-0.0356
33627126439.0,0.2786,0.0663,0.1724
33627129498.0,-0.2992,0.065,-0.1171
33627130243.0,-0.0725,0.1489,0.0382
33627130752.0,1.3584,-0.1203,0.6191
33627130922.0,-0.1731,0.0377,-0.0677
33627132018.0,-0.3937,0.0773,-0.1582
33627132294.0,-0.3574,0.1097,-0.1239
33627132347.0,-0.3395,-0.1028,-0.2212
33627132607.0,-0.0621,0.1261,0.032
33627133177.0,-0.2989,-0.0398,-0.1694
33627134265.0,-0.1231,0.0808,-0.0212
33627136779.0,-0.3487,0.1234,-0.1127
33627137435.0,-0.0566,0.0731,0.0083
33627141319.0,-0.3979,0.1876,-0.1051
33627142860.0,-0.0555,0.6069,0.2757
33627145328.0,-0.2023,0.0879,-0.0572
33627145768.0,-0.1448,0.5345,0.1948
33627145777.0,-0.0566,0.069,0.0062
33627146934.0,-0.3529,-0.0115,-0.1822
33627149137.0,-0.0558,0.0985,0.0214
33627151607.0,0.1598,1.1147,0.6373
33627152037.0,-0.2494,0.0504,-0.0995
33627152305.0,-0.3662,0.1916,-0.0873
33627154052.0,0.3468,0.1229,0.2349
33627158368.0,-0.0557,0.4606,0.2024
33627161136.0,-0.0566,0.2703,0.1069
33627164109.0,0.3391,0.4844,0.4118
33627165949.0,-0.2898,0.2298,-0.03
33627166416.0,-0.2947,0.0701,-0.1123
33627166434.0,-0.3437,0.031,-0.1564
33627170724.0,0.392,0.1122,0.2521
33627170728.0,-0.1983,0.1804,-0.0089
33627170739.0,-0.0254,0.5054,0.24
33627171844.0,0.0149,-0.1131,-0.0491
33627172009.0,-0.1085,-0.1273,-0.1179
33627172787.0,-0.3138,0.0855,-0.1141
33627173331.0,-0.3482,0.0563,-0.1459
33627176526.0,-0.3032,-0.0663,-0.1848
33627178630.0,0.1649,0.2076,0.1862
33627180799.0,0.1536,0.6696,0.4116
33627182292.0,-0.3577,0.1677,-0.095
33627192969.0,-0.0553,0.1261,0.0354
33627193638.0,-0.0561,0.193,0.0685
33627193662.0,0.1856,0.4257,0.3056
33627193938.0,1.2343,0.0061,0.6202
33627194261.0,-0.0554,0.0635,0.004
33627194880.0,0.2944,0.0671,0.1807
33627196127.0,-0.1512,-0.07,-0.1106
33627197350.0,0.0404,0.0746,0.0575
33627198056.0,-0.3169,1.4444,0.5637
33627200345.0,-0.0557,-0.0122,-0.0339
33627201334.0,-0.3122,0.0786,-0.1168
33627201496.0,-0.3756,-0.0405,-0.2081
33627203629.0,-0.3345,0.1758,-0.0794
33627203630.0,0.9991,-0.0686,0.4653
33627204963.0,-0.2807,1.8444,0.7819
33627205225.0,-0.0558,-0.0629,-0.0593
33627205727.0,-0.0557,-0.0333,-0.0445
33627210187.0,1.1191,-0.0187,0.5502
33627211478.0,-0.38,0.0912,-0.1444
33627212280.0,-0.3037,0.033,-0.1354
33627212432.0,-0.0557,-0.0536,-0.0547
33627214222.0,-0.2724,-0.032,-0.1522
33627214301.0,-0.0558,0.6051,0.2747
33627214337.0,-0.1169,0.3236,0.1033
33627214417.0,-0.0641,0.0815,0.0087
33627215860.0,0.3096,-0.1688,0.0704
33627216424.0,-0.1562,0.0025,-0.0769
33627217928.0,1.2228,0.0565,0.6397
33627221666.0,0.1471,0.1554,0.1512
33627222785.0,-0.155,-0.041,-0.098
33627222985.0,-0.2054,-0.0797,-0.1426
33627228975.0,-0.344,0.1032,-0.1204
33627235532.0,-0.1411,0.183,0.0209
33627237931.0,-0.0331,0.5363,0.2516
33627240663.0,-0.056,0.1778,0.0609
33627241414.0,-0.0561,-0.0138,-0.035
33627242228.0,-0.344,0.0517,-0.1462
33627242400.0,-0.0556,0.0834,0.0139
33627242817.0,-0.3482,-0.0319,-0.1901
33627245178.0,-0.2872,0.6229,0.1678
33627245818.0,-0.3305,0.0937,-0.1184
33627247341.0,-0.337,0.8154,0.2392
33627247957.0,-0.09,-0.0483,-0.0692
33627248831.0,-0.1399,-0.0405,-0.0902
33627250195.0,-0.2135,0.0875,-0.063
33627250942.0,-0.0152,0.0828,0.0338
33627252562.0,0.2393,1.2414,0.7404
33627252661.0,0.3412,0.032,0.1866
33627254362.0,-0.237,-0.1288,-0.1829
33627262324.0,-0.3527,0.0088,-0.172
33627262336.0,-0.3709,-0.0958,-0.2334
33627263508.0,-0.3487,-0.0166,-0.1827
33627266991.0,-0.3,0.7359,0.2179
33627267362.0,0.349,0.0852,0.2171
33627271041.0,-0.2337,0.624,0.1952
33627272418.0,-0.3482,0.1035,-0.1224
